State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
WI,2009,1,"3,111","2,603",132,9.1,19,283,179.23,179.27,63.3,4,63.3,5
WI,2009,2,"3,139","2,636",130,9.3,18,293,167.14,176.69,57,8,60.2,7
WI,2009,3,"3,130","2,602",130,8.9,23,278,145.69,156.71,52.4,5,56.4,7
WI,2009,4,"3,069","2,616",131,8.5,27,262,141.53,154.05,54,4,58.7,4
WI,2010,1,"3,076","2,530",131,10.2,24,314,166.42,175.29,53,7,55.9,7
WI,2010,2,"3,095","2,615",129,8.6,26,265,120.34,126.05,45.4,6,47.6,6
WI,2010,3,"3,097","2,612",130,7.9,34,243,101.73,115.2,41.8,4,47.3,6
WI,2010,4,"3,063","2,644",131,7.4,36,227,100.46,118.52,44.3,4,52.2,4
WI,2011,1,"3,056","2,569",132,8.5,32,261,131.67,142.17,50.5,7,54.5,4
WI,2011,2,"3,075","2,652",130,7.7,33,237,93.59,96,39.5,6,40.5,9
WI,2011,3,"3,090","2,651",131,7.3,36,226,82.05,96.35,36.4,4,42.7,4
WI,2011,4,"3,068","2,666",132,6.7,38,205,85.1,93.45,41.5,4,45.5,6
WI,2012,1,"3,050","2,595",132,7.8,32,237,119.08,126.23,50.2,6,53.3,4
WI,2012,2,"3,077","2,685",130,7,32,216,81.83,83.08,37.9,7,38.5,7
WI,2012,3,"3,083","2,676",131,6.7,37,207,76.76,76.79,37.1,5,37.1,5
WI,2012,4,"3,069","2,701",133,6.3,36,192,79.62,79.63,41.5,7,41.5,7
WI,2013,1,"3,056","2,624",133,7.7,28,234,104.36,104.37,44.5,8,44.6,8
WI,2013,2,"3,090","2,702",132,6.9,27,212,76.16,76.17,35.9,9,36,9
WI,2013,3,"3,102","2,713",133,6.3,37,196,63.45,63.46,32.3,9,32.3,9
WI,2013,4,"3,062","2,729",134,5.9,36,181,66.54,66.54,36.8,12,36.8,12
WI,2014,1,"3,055","2,655",135,6.4,32,197,96.06,96.06,48.8,9,48.8,9
WI,2014,2,"3,076","2,743",134,5.4,36,168,60.36,60.36,36,11,36,11
WI,2014,3,"3,103","2,752",135,5,37,156,48.45,48.45,31,10,31,10
WI,2014,4,"3,078","2,769",136,4.4,38,136,51.94,51.94,38.1,12,38.1,12
WV,2009,1,804,665,36,7.9,35,64,27.58,27.58,43.3,31,43.3,31
WV,2009,2,821,672,36,8.5,24,70,29.23,29.23,41.6,31,41.6,34
WV,2009,3,818,668,36,8.5,27,70,27.88,29.22,40,26,42,29
WV,2009,4,802,669,36,8.2,29,66,25.27,28.21,38.3,27,42.7,26
WV,2010,1,802,651,36,9.9,27,80,30.02,30.7,37.7,26,38.6,27
WV,2010,2,816,669,36,8.4,30,68,21.66,22.08,31.7,29,32.3,31
WV,2010,3,817,674,36,8.3,28,68,18.87,21.13,27.9,30,31.2,33
