State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
GA,2009,1,"4,781","3,742",216,9.8,12,470,150.47,150.47,32,49,32,49
GA,2009,2,"4,803","3,717",215,10.3,12,493,152.49,162.4,30.9,51,33,51
GA,2009,3,"4,807","3,657",212,10.9,8,524,164.62,207.74,31.4,44,39.7,33
GA,2009,4,"4,777","3,667",211,10.7,9,511,145.76,178,28.5,43,34.8,36
GA,2010,1,"4,733","3,599",209,11,15,518,127.26,138.21,24.5,49,26.7,48
GA,2010,2,"4,695","3,656",208,10.4,12,488,106.86,116.11,21.9,51,23.8,51
GA,2010,3,"4,704","3,644",207,10.7,9,506,115.81,142.07,22.9,42,28.1,43
GA,2010,4,"4,708","3,691",207,10.6,8,498,114.83,140.82,23.1,40,28.3,40
GA,2011,1,"4,706","3,635",205,10.4,10,491,111.34,135.43,22.7,46,27.6,43
GA,2011,2,"4,728","3,710",205,10.2,7,480,97.36,119.11,20.3,47,24.8,43
GA,2011,3,"4,754","3,689",204,10.4,8,494,100.09,119.69,20.3,42,24.2,39
GA,2011,4,"4,769","3,727",204,9.6,9,457,97.75,116.43,21.4,41,25.5,42
GA,2012,1,"4,757","3,690",204,9.5,12,451,97.08,114,21.5,47,25.3,44
GA,2012,2,"4,769","3,756",204,9.1,8,434,77.16,81.94,17.8,50,18.9,49
GA,2012,3,"4,778","3,736",204,9.1,9,436,73.36,73.37,16.8,50,16.8,50
GA,2012,4,"4,778","3,790",206,8.5,9,405,72.34,72.35,17.9,49,17.9,49
GA,2013,1,"4,759","3,760",206,8.6,16,409,67.59,67.6,16.5,51,16.5,51
GA,2013,2,"4,766","3,821",207,8.3,10,394,61.64,61.65,15.7,50,15.7,50
GA,2013,3,"4,752","3,822",208,8.2,11,390,61.24,61.25,15.7,51,15.7,51
GA,2013,4,"4,722","3,881",208,7.5,10,354,55.21,55.22,15.6,50,15.6,50
GA,2014,1,"4,748","3,842",210,7.5,15,356,55.29,55.29,15.5,52,15.5,52
GA,2014,2,"4,748","3,931",211,7.2,9,342,46.15,46.15,13.5,52,13.5,52
GA,2014,3,"4,750","3,949",212,7.4,8,352,46.9,46.9,13.3,51,13.3,51
GA,2014,4,"4,738","4,014",213,6.5,7,306,42.33,42.33,13.8,50,13.8,50
HI,2009,1,633,567,31,6.2,46,40,20.11,20.11,50.8,21,50.8,22
HI,2009,2,634,562,31,6.8,44,43,21.93,21.93,50.8,18,50.8,22
HI,2009,3,632,551,31,6.9,44,44,21.74,21.74,49.9,9,49.9,14
HI,2009,4,628,556,31,6.7,45,42,20.63,20.63,48.7,9,48.7,12
HI,2010,1,637,549,31,6.9,50,44,19.79,19.79,44.8,17,44.8,18
HI,2010,2,649,550,31,6.8,45,44,18.58,18.59,42.2,8,42.2,15
HI,2010,3,653,547,31,6.9,44,45,18.1,18.1,40.1,6,40.1,14
HI,2010,4,655,558,31,6.7,44,44,16.42,16.42,37.3,10,37.3,22
HI,2011,1,662,554,31,6.7,46,44,15.58,15.58,35.2,25,35.2,30
HI,2011,2,663,556,31,6.9,41,46,15.05,15.05,33.1,16,33.1,22
HI,2011,3,661,554,30,7.1,38,47,14.75,14.75,31.5,15,31.5,18
HI,2011,4,657,566,30,6.7,38,44,14.38,14.38,32.6,17,32.7,22
HI,2012,1,653,560,31,6.5,42,42,14.87,14.87,35.2,21,35.2,26
HI,2012,2,652,569,30,6.3,40,41,13.99,13.99,34.2,9,34.2,12
HI,2012,3,649,567,30,5.8,41,38,13.05,13.05,34.7,8,34.7,8
HI,2012,4,648,581,30,5.1,44,33,11.96,11.96,36.3,14,36.3,14
HI,2013,1,647,576,31,4.9,49,32,12.05,12.05,37.8,13,37.8,13
HI,2013,2,651,582,31,4.8,46,31,12.08,12.08,38.8,5,38.8,5
HI,2013,3,651,580,31,4.7,45,31,12.73,12.73,41.3,3,41.3,3
HI,2013,4,655,596,31,4.6,44,30,11.59,11.59,38.6,10,38.6,10
HI,2014,1,662,590,31,4.5,48,30,11.45,11.45,38.6,14,38.6,14
HI,2014,2,665,593,31,4.4,40,29,10.84,10.84,37.2,9,37.2,9
HI,2014,3,664,589,31,4.3,41,28,10.22,10.22,36.1,7,36.1,7
HI,2014,4,665,601,31,3.8,44,25,9.51,9.51,37.6,13,37.6,13
IA,2009,1,"1,680","1,416",72,6.9,39,115,64.97,64.97,56.4,13,56.4,13
IA,2009,2,"1,681","1,443",72,6.3,48,106,54.98,54.98,51.8,16,51.8,18
IA,2009,3,"1,681","1,423",72,6.3,47,105,47.26,47.26,44.8,17,44.8,23
IA,2009,4,"1,666","1,427",72,6.2,49,103,45.48,45.48,44.1,17,44.1,21
IA,2010,1,"1,663","1,384",72,7.2,48,119,59.58,59.59,49.9,8,49.9,9
IA,2010,2,"1,683","1,427",73,5.8,50,98,38.32,38.32,39,15,39,22
IA,2010,3,"1,677","1,418",73,5.8,49,98,33.56,33.56,34.4,16,34.4,27
IA,2010,4,"1,676","1,431",73,5.7,48,95,33.32,33.32,35.1,14,35.1,25
IA,2011,1,"1,667","1,394",74,6.5,47,108,48.27,48.27,44.6,8,44.6,15
IA,2011,2,"1,672","1,444",74,5.5,48,92,29.57,29.57,32.2,20,32.2,24
IA,2011,3,"1,674","1,441",74,5.5,47,91,26.53,26.54,29.1,18,29.1,23
IA,2011,4,"1,667","1,449",74,5.1,48,86,27.88,27.88,32.5,18,32.5,23
IA,2012,1,"1,656","1,420",75,5.9,46,97,42.95,42.95,44.3,9,44.3,13
IA,2012,2,"1,662","1,470",76,4.9,48,81,24.76,24.76,30.4,17,30.4,21
IA,2012,3,"1,662","1,465",75,4.9,48,81,22.57,22.57,27.9,18,27.9,18
IA,2012,4,"1,661","1,471",73,4.6,48,77,27.87,27.87,36.3,14,36.3,14
IA,2013,1,"1,655","1,439",74,5.6,46,93,38.84,38.84,41.9,10,41.9,10
IA,2013,2,"1,676","1,488",75,4.7,47,78,25.53,25.53,32.7,14,32.7,14
IA,2013,3,"1,697","1,491",75,4.5,47,76,21.85,21.85,28.7,20,28.7,20
IA,2013,4,"1,678","1,496",75,4.2,48,71,23.21,23.21,32.8,19,32.8,19
IA,2014,1,"1,683","1,461",75,5.1,43,85,37.41,37.41,43.8,12,43.8,12
IA,2014,2,"1,702","1,513",76,4.1,47,69,20.28,20.28,29.4,23,29.4,23
IA,2014,3,"1,709","1,507",76,4.1,44,71,18.39,18.39,26.1,22,26.1,22
IA,2014,4,"1,701","1,513",77,3.7,45,63,22.37,22.37,35.4,14,35.4,14
ID,2009,1,762,591,51,9.3,16,71,44.59,44.79,62.8,6,63.1,6
ID,2009,2,765,604,50,8.4,26,64,35.11,35.7,54.9,12,55.8,13
ID,2009,3,767,608,50,8.4,28,64,24.88,26.13,38.6,29,40.5,30
ID,2009,4,760,599,49,8.9,23,68,28.18,29.72,41.6,21,43.9,22
ID,2010,1,760,574,49,10.3,22,78,37.78,38.46,48.3,9,49.2,10
ID,2010,2,766,595,49,8.5,27,65,24.54,26.56,37.9,17,41,17
ID,2010,3,764,602,48,8,31,61,20.2,22.8,33.1,20,37.4,23
ID,2010,4,759,597,48,8.4,26,64,21.96,24.31,34.6,16,38.2,19
ID,2011,1,758,576,48,9.5,23,72,30.55,32.67,42.2,12,45.1,14
ID,2011,2,763,596,48,8,27,61,20.03,21.94,32.8,19,35.9,16
ID,2011,3,768,607,48,7.6,32,58,14.93,16.56,25.7,24,28.5,25
ID,2011,4,768,601,47,7.6,26,58,17.86,19.37,30.6,22,33.1,21
ID,2012,1,767,580,47,8.6,22,66,25.85,27.09,39,13,40.9,17
ID,2012,2,774,603,47,7.2,27,56,15.91,17.16,28.4,24,30.7,20
ID,2012,3,775,614,47,6.8,34,53,11.78,12.19,22.3,34,23,32
ID,2012,4,773,612,46,6.9,25,53,15.69,15.69,29.4,24,29.4,24
ID,2013,1,769,595,47,7.9,22,61,19.87,19.87,32.6,23,32.6,23
ID,2013,2,778,621,47,6.7,32,52,12.04,12.04,23.1,33,23.1,33
ID,2013,3,784,630,47,6.5,31,51,9.81,9.81,19.3,43,19.3,43
ID,2013,4,779,628,47,6.2,29,48,11.61,11.61,23.9,31,23.9,31
ID,2014,1,773,613,47,6.1,37,47,16.63,16.63,35.3,21,35.3,21
ID,2014,2,776,637,47,4,48,31,9.5,9.5,30.6,19,30.6,19
ID,2014,3,780,645,48,3.7,49,29,7.65,7.65,26.2,20,26.2,20
ID,2014,4,779,641,48,3.7,45,29,9.02,9.02,31,22,31,22
IL,2009,1,"6,549","5,475",301,9.4,15,618,298.94,298.95,48.4,23,48.4,24
IL,2009,2,"6,634","5,505",302,10,14,662,318.31,340.35,48.1,21,51.4,20
