Year,State,Insured Unemployment
2005,AK,0.52099693011956
2005,AL,0.29342298069038
2005,AR,0.39511266742726
2005,AZ,0.21840945128933
2005,CA,0.38404316434126
2005,CO,0.19345670769012
2005,CT,0.45878631545087
2005,DC,0.20378717928526
2005,DE,0.41701600994066
2005,FL,0.35939946318339
2005,GA,0.20514866746842
2005,HI,0.35400150784766
2005,IA,0.34926289561727
2005,ID,0.45349526872965
2005,IL,0.37238608230344
2005,IN,0.31266983543322
2005,KS,0.26988392192613
2005,KY,0.25927564192525
2005,LA,0.44206990956907
2005,MA,0.50504175890414
2005,MD,0.27304783080027
2005,ME,0.31325464028946
2005,MI,0.40537380632011
2005,MN,0.39495097565045
2005,MO,0.30896559417949
2005,MS,0.28799887592417
2005,MT,0.3752048665323
2005,NC,0.31549990197273
2005,ND,0.29395584977921
2005,NE,0.32344677099006
2005,NH,0.24777762123571
2005,NJ,0.58436659477965
2005,NM,0.24938300458769
2005,NV,0.36330967530688
2005,NY,0.40631062737649
2005,OH,0.28790306679513
2005,OK,0.22718660290302
2005,OR,0.3986980074674
2005,PA,0.53670346676219
2005,PR,0.27596653302562
2005,RI,0.42899419372738
2005,SC,0.25397015909245
2005,SD,0.17001086237522
2005,TN,0.27240182936824
2005,TX,0.20927235296792
2005,UT,0.20465406687551
2005,VA,0.20875627308445
2005,VT,0.51365040795387
2005,WA,0.32165866848259
2005,WI,0.5050018822445
2005,WV,0.32209177423635
2005,WY,0.28164467518558
2005,US,0.34322610983296
