Year,State,Insured Unemployment
2011,AK,0.45212386011349
2011,AL,0.20515408417013
2011,AR,0.34878242838844
2011,AZ,0.2226487329302
2011,CA,0.24954086913857
2011,CO,0.21760653368368
2011,CT,0.33268291036762
2011,DC,0.16495848779061
2011,DE,0.3251137641893
2011,FL,0.17840466103248
2011,GA,0.2112814199272
2011,HI,0.31460030995244
2011,IA,0.34137273596491
2011,ID,0.33731415180248
2011,IL,0.28429581194902
2011,IN,0.21791687471004
2011,KS,0.30523283706765
2011,KY,0.20872539282928
2011,LA,0.29126455304091
2011,MA,0.3912174823591
2011,MD,0.27570991670369
2011,ME,0.29293843618813
2011,MI,0.26362175613923
2011,MN,0.33860160989056
2011,MO,0.23285288613517
2011,MS,0.23192086545068
2011,MT,0.40612439800612
2011,NC,0.24300663168626
2011,ND,0.3179906644997
2011,NE,0.36837950988282
2011,NH,0.29930485459871
2011,NJ,0.34217695441391
2011,NM,0.3307441135692
2011,NV,0.22280027833986
2011,NY,0.33074453878592
2011,OH,0.21995443183835
2011,OK,0.26730634955354
2011,OR,0.33986095162704
2011,PA,0.4613728440459
2011,PR,0.21466775163848
2011,RI,0.25983286755898
2011,SC,0.24221353098539
2011,SD,0.16661918772548
2011,TN,0.18893184404903
2011,TX,0.17849062734301
2011,UT,0.21937241401735
2011,VA,0.18339796138917
2011,VT,0.40623294516227
2011,WA,0.29278657557348
2011,WI,0.41775118279915
2011,WV,0.26765664581219
2011,WY,0.2688003116609
2011,US,0.26221596221733
