Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2018, NJ, 475, 471, 0.523, 0.456, $447.92, $981.82
2018, NM, 485, 481, 0.498, 0.434, $330.12, $760.01
2018, NY, 478, 477, 0.392, 0.306, $342.47, $1,120.72
2018, NC, 520, 520, 0.379, 0.329, $260.08, $791.44
2018, ND, 362, 360, 0.506, 0.489, $464.03, $948.92
2018, OH, 480, 475, 0.434, 0.389, $357.97, $919.39
2018, OK, 520, 520, 0.530, 0.458, $367.98, $804.19
2018, OR, 499, 492, 0.490, 0.455, $401.45, $882.97
2018, PA, 492, 491, 0.533, 0.492, $394.63, $801.47
2018, PR, 374, 372, 0.336, 0.295, $120.55, $408.04
2018, RI, 483, 477, 0.445, 0.412, $349.73, $847.95
2018, SC, 496, 494, 0.427, 0.355, $263.99, $743.74
2018, SD, 360, 360, 0.478, 0.449, $340.17, $758.20
2018, TN, 480, 478, 0.370, 0.316, $239.99, $760.64
2018, TX, 489, 488, 0.488, 0.391, $409.62, $1,046.66
2019, NJ, 483, 481, 0.511, 0.429, $458.15, $1,068.06
2019, NM, 491, 488, 0.533, 0.468, $341.65, $729.85
2019, NY, 480, 478, 0.400, 0.325, $359.46, $1,105.25
2019, NC, 520, 516, 0.380, 0.319, $275.91, $863.71
2019, ND, 358, 356, 0.501, 0.479, $465.33, $970.92
2019, OH, 473, 469, 0.422, 0.384, $362.69, $943.72
2019, OK, 508, 506, 0.522, 0.453, $387.14, $855.10
2019, OR, 481, 477, 0.490, 0.447, $423.09, $947.32
2019, PA, 475, 469, 0.509, 0.459, $408.43, $890.77
2019, PR, 460, 457, 0.391, 0.345, $144.84, $419.73
2019, RI, 482, 476, 0.429, 0.398, $362.06, $910.01
2019, SC, 484, 480, 0.406, 0.336, $273.74, $815.68
2019, SD, 359, 358, 0.479, 0.448, $353.41, $788.75
2019, TN, 480, 480, 0.372, 0.318, $240.13, $754.40
2019, TX, 481, 479, 0.496, 0.425, $418.84, $985.58
2020, NJ, 344, 336, 0.523, 0.479, $410.77, $857.29
2020, NM, 317, 314, 0.528, 0.475, $318.02, $669.28
2020, NY, 357, 353, 0.418, 0.339, $344.15, $1,014.71
2020, NC, 390, 386, 0.379, 0.322, $234.01, $727.76
2020, ND, 158, 158, 0.516, 0.503, $451.32, $897.11
2020, OH, 341, 333, 0.465, 0.433, $329.82, $760.88
2020, OK, 373, 364, 0.523, 0.493, $347.75, $704.71
2020, OR, 291, 285, 0.484, 0.459, $368.40, $803.48
2020, PA, 356, 355, 0.504, 0.465, $352.27, $757.23
2020, PR, 373, 367, 0.495, 0.466, $183.21, $393.04
2020, RI, 330, 308, 0.422, 0.409, $327.09, $799.93
2020, SC, 343, 341, 0.440, 0.384, $245.84, $639.45
2020, SD, 267, 267, 0.496, 0.463, $321.84, $694.56
2020, TN, 353, 352, 0.379, 0.327, $217.62, $666.37
2020, TX, 406, 406, 0.509, 0.425, $371.28, $873.85
2021, NJ, 483, 464, 0.528, 0.465, $480.06, $1,032.27
2021, NM, 456, 448, 0.493, 0.437, $319.13, $730.50
2021, NY, 490, 475, 0.404, 0.365, $348.84, $955.79
2021, NC, 520, 514, 0.355, 0.303, $241.76, $797.98
2021, ND, 362, 361, 0.516, 0.503, $477.70, $950.52
2021, OH, 490, 480, 0.448, 0.407, $378.60, $930.46
2021, OK, 520, 490, 0.489, 0.447, $338.84, $757.76
2021, OR, 529, 514, 0.449, 0.425, $396.17, $932.93
2021, PA, 481, 454, 0.526, 0.490, $389.57, $795.34
2021, PR, 425, 407, 0.528, 0.470, $198.47, $422.73
2021, RI, 417, 345, 0.423, 0.380, $357.19, $939.00
2021, SC, 411, 410, 0.420, 0.369, $265.63, $719.37
2021, SD, 361, 361, 0.463, 0.431, $365.42, $848.61
2021, TN, 480, 480, 0.360, 0.329, $230.55, $699.94
2021, TX, 478, 475, 0.508, 0.421, $366.73, $871.02
2022, NJ, 492, 478, 0.520, 0.453, $523.42, $1,155.50
2022, NM, 402, 397, 0.477, 0.421, $379.73, $901.18
2022, NY, 489, 482, 0.393, 0.349, $383.06, $1,098.68
2022, NC, 530, 526, 0.350, 0.296, $276.80, $935.72
2022, ND, 361, 361, 0.508, 0.473, $508.09, $1,075.10
2022, OH, 471, 465, 0.426, 0.390, $416.90, $1,069.26
2022, OK, 525, 515, 0.487, 0.428, $366.78, $857.36
2022, OR, 496, 490, 0.494, 0.459, $481.28, $1,048.52
2022, PA, 489, 480, 0.493, 0.448, $445.50, $995.31
2022, PR, 483, 460, 0.493, 0.442, $202.06, $456.79
2022, RI, 433, 428, 0.443, 0.414, $412.17, $995.54
2022, SC, 522, 520, 0.408, 0.352, $283.98, $806.26
2022, SD, 361, 361, 0.458, 0.426, $410.89, $963.96
2022, TN, 479, 479, 0.330, 0.285, $246.99, $865.90
2022, TX, 487, 487, 0.498, 0.436, $437.51, $1,002.51
2023, NJ, 484, 476, 0.532, 0.459, $574.32, $1,250.90
2023, NM, 468, 465, 0.484, 0.413, $413.50, $1,001.58
2023, NY, 476, 474, 0.385, 0.302, $415.08, $1,373.77
2023, NC, 520, 518, 0.336, 0.277, $300.54, $1,084.31
2023, ND, 365, 365, 0.500, 0.480, $535.42, $1,115.64
2023, OH, 476, 471, 0.434, 0.392, $449.45, $1,145.98
2023, OK, 482, 472, 0.487, 0.427, $399.11, $934.79
2023, OR, 451, 449, 0.484, 0.436, $545.96, $1,252.18
2023, PA, 485, 479, 0.490, 0.436, $462.05, $1,058.63
2023, PR, 480, 462, 0.478, 0.420, $211.98, $504.68
2023, RI, 247, 246, 0.440, 0.398, $442.26, $1,111.20
2023, SC, 483, 482, 0.373, 0.300, $297.45, $990.37
2023, SD, 361, 361, 0.482, 0.443, $437.41, $987.32
2023, TN, 480, 480, 0.310, 0.272, $254.39, $935.38
2023, TX, 481, 481, 0.491, 0.392, $486.09, $1,239.59
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
