Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2006, NJ, 484, 460, 0.508, 0.461, $342.33, $742.78
2006, NM, 483, 480, 0.512, 0.448, $231.15, $516.01
2006, NY, 484, 479, 0.423, 0.362, $296.33, $817.70
2006, NC, 520, 519, 0.466, 0.429, $259.35, $604.18
2006, ND, 360, 354, 0.471, 0.417, $261.25, $627.06
2006, OH, 486, 470, 0.441, 0.415, $264.19, $635.98
2006, OK, 480, 472, 0.503, 0.460, $240.90, $524.25
2006, OR, 474, 461, 0.472, 0.442, $276.23, $625.32
2006, PA, 480, 476, 0.532, 0.464, $311.67, $671.29
2006, PR, 494, 444, 0.361, 0.334, $110.88, $331.81
2006, RI, 480, 479, 0.492, 0.448, $340.45, $760.13
2006, SC, 520, 518, 0.480, 0.436, $225.05, $516.41
2006, SD, 360, 352, 0.487, 0.446, $229.31, $514.00
2006, TN, 480, 478, 0.405, 0.330, $217.81, $659.59
2006, TX, 488, 437, 0.439, 0.376, $276.84, $736.25
2007, NJ, 484, 463, 0.512, 0.462, $358.77, $777.06
2007, NM, 480, 480, 0.492, 0.431, $252.88, $586.40
2007, NY, 483, 480, 0.438, 0.367, $296.37, $806.63
2007, NC, 520, 520, 0.489, 0.460, $264.53, $575.22
2007, ND, 360, 355, 0.476, 0.456, $272.58, $597.82
2007, OH, 486, 470, 0.435, 0.402, $266.52, $663.27
2007, OK, 480, 471, 0.517, 0.471, $255.75, $543.26
2007, OR, 481, 478, 0.491, 0.457, $294.81, $645.79
2007, PA, 480, 477, 0.554, 0.467, $323.89, $693.26
2007, PR, 500, 468, 0.341, 0.310, $110.38, $356.13
2007, RI, 480, 476, 0.486, 0.443, $350.29, $790.23
2007, SC, 520, 519, 0.475, 0.428, $228.22, $533.15
2007, SD, 360, 354, 0.471, 0.444, $240.71, $542.59
2007, TN, 480, 479, 0.397, 0.366, $221.95, $606.26
2007, TX, 480, 438, 0.490, 0.418, $293.00, $700.93
2008, NJ, 484, 473, 0.528, 0.469, $375.43, $799.87
2008, NM, 480, 479, 0.499, 0.445, $265.27, $596.00
2008, NY, 484, 479, 0.432, 0.353, $307.24, $870.42
2008, NC, 520, 519, 0.531, 0.510, $283.95, $556.55
2008, ND, 360, 359, 0.484, 0.436, $291.11, $667.81
2008, OH, 484, 481, 0.437, 0.405, $277.58, $684.56
2008, OK, 480, 473, 0.521, 0.476, $278.47, $584.61
2008, OR, 481, 463, 0.491, 0.468, $308.73, $660.09
2008, PA, 471, 470, 0.545, 0.518, $336.15, $649.20
2008, PR, 480, 468, 0.326, 0.303, $112.69, $372.15
2008, RI, 480, 476, 0.534, 0.483, $367.29, $759.73
2008, SC, 520, 520, 0.473, 0.432, $238.94, $553.13
2008, SD, 360, 360, 0.471, 0.407, $250.79, $615.69
2008, TN, 480, 477, 0.395, 0.356, $223.75, $627.86
2008, TX, 481, 449, 0.504, 0.437, $305.82, $699.09
2009, NJ, 483, 465, 0.515, 0.446, $386.96, $868.43
2009, NM, 481, 479, 0.513, 0.462, $286.36, $619.33
2009, NY, 483, 481, 0.428, 0.362, $313.31, $865.56
2009, NC, 518, 518, 0.527, 0.513, $300.47, $585.58
2009, ND, 360, 356, 0.488, 0.461, $312.46, $677.93
2009, OH, 482, 477, 0.447, 0.413, $289.07, $700.55
2009, OK, 480, 479, 0.519, 0.475, $304.37, $640.32
2009, OR, 487, 475, 0.489, 0.464, $317.90, $685.48
2009, PA, 361, 361, 0.549, 0.510, $353.55, $692.96
2009, PR, 480, 477, 0.361, 0.334, $115.28, $344.90
2009, RI, 481, 479, 0.566, 0.513, $373.23, $727.14
2009, SC, 407, 407, 0.477, 0.440, $247.41, $561.73
2009, SD, 360, 355, 0.478, 0.329, $259.95, $789.27
2009, TN, 374, 373, 0.406, 0.350, $230.28, $658.61
2009, TX, 480, 479, 0.484, 0.409, $323.91, $792.93
2010, NJ, 484, 452, 0.514, 0.453, $392.22, $866.35
2010, NM, 492, 491, 0.558, 0.506, $314.48, $621.40
2010, NY, 483, 481, 0.417, 0.339, $307.33, $905.88
2010, NC, 520, 518, 0.519, 0.495, $311.86, $629.91
2010, ND, 360, 356, 0.478, 0.457, $316.45, $692.29
2010, OH, 484, 477, 0.443, 0.400, $288.47, $720.67
2010, OK, 480, 479, 0.506, 0.462, $290.69, $628.60
2010, OR, 481, 473, 0.454, 0.426, $301.20, $707.48
2010, PA, 480, 470, 0.533, 0.490, $346.98, $708.12
2010, PR, 486, 480, 0.362, 0.335, $120.06, $358.72
2010, RI, 480, 476, 0.562, 0.514, $372.14, $723.52
2010, SC, 520, 518, 0.465, 0.434, $239.00, $550.22
2010, SD, 359, 355, 0.474, 0.438, $268.14, $612.48
2010, TN, 480, 480, 0.413, 0.329, $223.33, $679.03
2010, TX, 484, 484, 0.504, 0.409, $326.77, $798.11
2011, NJ, 485, 470, 0.524, 0.479, $394.59, $823.05
2011, NM, 484, 481, 0.496, 0.417, $284.24, $682.17
2011, NY, 483, 480, 0.424, 0.359, $300.55, $837.66
2011, NC, 530, 529, 0.510, 0.488, $296.14, $607.10
2011, ND, 364, 364, 0.489, 0.467, $328.00, $702.11
2011, OH, 484, 478, 0.445, 0.402, $281.67, $700.14
2011, OK, 486, 485, 0.507, 0.468, $277.06, $592.54
2011, OR, 487, 482, 0.460, 0.433, $295.42, $683.01
2011, PA, 480, 476, 0.515, 0.488, $344.40, $705.54
2011, PR, 482, 477, 0.363, 0.323, $120.00, $371.58
2011, RI, 480, 479, 0.549, 0.507, $365.36, $720.99
2011, SC, 530, 530, 0.471, 0.433, $235.61, $543.88
2011, SD, 360, 356, 0.478, 0.448, $268.43, $599.17
2011, TN, 480, 479, 0.405, 0.360, $220.31, $612.44
2011, TX, 490, 490, 0.515, 0.456, $324.49, $711.49
Prepared by OUI Div. of Performance Management on 30 Mar 2025.
