Year, State, Sample, Valid cases, Replacement Ratio 1, Replacement Ratio 2, Average WBA, Average Weekly Wage
2000, IA, 480, 470, 0.518, 0.470, $229.30, $487.38
2000, KS, 503, 496, 0.529, 0.441, $248.08, $562.65
2000, KY, 493, 488, 0.505, 0.465, $233.36, $501.71
2000, LA, 530, 524, 0.442, 0.396, $186.00, $470.28
2000, ME, 489, 440, 0.512, 0.466, $200.63, $430.08
2000, MD, 486, 457, 0.461, 0.393, $207.92, $529.42
2000, MA, 486, 450, 0.466, 0.428, $280.69, $655.60
2000, MI, 480, 474, 0.476, 0.426, $245.35, $575.30
2000, MN, 480, 479, 0.487, 0.457, $284.53, $622.36
2000, MS, 480, 478, 0.466, 0.427, $156.91, $367.09
2000, MO, 479, 436, 0.437, 0.386, $186.44, $483.50
2000, MT, 365, 334, 0.434, 0.410, $193.63, $472.26
2000, NE, 360, 359, 0.472, 0.427, $187.12, $438.02
2000, NV, 486, 482, 0.458, 0.402, $237.95, $591.51
2000, NH, 406, 392, 0.419, 0.393, $218.10, $555.22
2001, IA, 480, 468, 0.522, 0.485, $240.98, $497.20
2001, KS, 484, 479, 0.524, 0.452, $263.78, $583.84
2001, KY, 485, 472, 0.525, 0.485, $253.14, $521.90
2001, LA, 478, 468, 0.477, 0.420, $200.72, $477.65
2001, ME, 481, 440, 0.498, 0.440, $216.29, $491.42
2001, MD, 483, 441, 0.458, 0.387, $228.92, $591.95
2001, MA, 480, 438, 0.484, 0.418, $327.40, $783.09
2001, MI, 480, 478, 0.477, 0.421, $257.26, $611.42
2001, MN, 400, 399, 0.490, 0.454, $312.84, $689.11
2001, MS, 480, 476, 0.461, 0.419, $164.55, $392.38
2001, MO, 480, 429, 0.438, 0.383, $204.76, $535.11
2001, MT, 361, 346, 0.436, 0.416, $200.44, $481.59
2001, NE, 360, 358, 0.475, 0.437, $206.61, $472.44
2001, NV, 483, 478, 0.502, 0.414, $247.90, $598.88
2001, NH, 389, 370, 0.428, 0.369, $245.69, $666.43
2002, IA, 480, 464, 0.508, 0.467, $245.63, $525.89
2002, KS, 484, 479, 0.510, 0.457, $278.14, $608.07
2002, KY, 482, 467, 0.526, 0.470, $262.88, $558.74
2002, LA, 502, 496, 0.469, 0.426, $203.71, $478.37
2002, ME, 501, 465, 0.514, 0.468, $225.49, $481.81
2002, MD, 480, 432, 0.461, 0.370, $233.41, $630.45
2002, MA, 480, 417, 0.461, 0.415, $356.33, $858.64
2002, MI, 480, 469, 0.481, 0.428, $275.27, $643.56
2002, MN, 356, 356, 0.481, 0.431, $318.25, $737.98
2002, MS, 480, 463, 0.460, 0.408, $170.41, $417.64
2002, MO, 480, 439, 0.429, 0.360, $209.51, $581.91
2002, MT, 360, 348, 0.439, 0.400, $216.18, $539.89
2002, NE, 360, 355, 0.452, 0.407, $213.06, $523.02
2002, NV, 486, 483, 0.491, 0.419, $247.27, $589.58
2002, NH, 387, 382, 0.424, 0.370, $267.13, $722.66
2003, IA, 480, 473, 0.528, 0.485, $251.46, $518.65
2003, KS, 484, 478, 0.505, 0.447, $282.53, $631.67
2003, KY, 484, 473, 0.523, 0.478, $260.45, $544.55
2003, LA, 507, 504, 0.445, 0.398, $204.15, $513.15
2003, ME, 420, 394, 0.499, 0.437, $233.28, $534.42
2003, MD, 480, 435, 0.453, 0.390, $247.50, $634.50
2003, MA, 600, 542, 0.458, 0.423, $345.21, $816.51
2003, MI, 480, 469, 0.501, 0.453, $292.48, $645.96
2003, MN, 480, 476, 0.480, 0.440, $323.33, $734.10
2003, MS, 489, 483, 0.453, 0.415, $175.95, $423.63
2003, MO, 480, 446, 0.427, 0.345, $208.60, $604.48
2003, MT, 376, 358, 0.450, 0.415, $221.26, $533.78
2003, NE, 360, 358, 0.486, 0.441, $216.62, $491.17
2003, NV, 487, 482, 0.485, 0.410, $255.61, $623.21
2003, NH, 376, 355, 0.419, 0.369, $268.88, $729.21
2004, IA, 480, 473, 0.533, 0.497, $250.96, $505.44
2004, KS, 482, 468, 0.520, 0.458, $272.30, $594.24
2004, KY, 485, 465, 0.523, 0.462, $266.64, $577.15
2004, LA, 481, 480, 0.445, 0.408, $199.40, $489.02
2004, ME, 364, 339, 0.489, 0.430, $234.81, $545.82
2004, MD, 481, 433, 0.464, 0.400, $253.62, $633.72
2004, MA, 720, 670, 0.464, 0.422, $343.93, $814.59
2004, MI, 480, 444, 0.489, 0.444, $287.28, $647.41
2004, MN, 480, 475, 0.472, 0.435, $312.67, $718.96
2004, MS, 480, 472, 0.450, 0.395, $174.32, $441.81
2004, MO, 480, 438, 0.425, 0.365, $207.59, $568.56
2004, MT, 360, 350, 0.464, 0.427, $227.77, $533.79
2004, NE, 360, 357, 0.476, 0.442, $215.83, $488.67
2004, NV, 488, 487, 0.486, 0.425, $257.84, $606.47
2004, NH, 364, 332, 0.410, 0.371, $256.37, $690.57
2005, IA, 480, 463, 0.518, 0.474, $257.16, $542.98
2005, KS, 486, 477, 0.524, 0.464, $281.55, $607.29
2005, KY, 494, 481, 0.519, 0.476, $279.44, $586.47
2005, LA, 251, 251, 0.451, 0.395, $205.37, $519.65
2005, ME, 365, 344, 0.514, 0.450, $243.63, $540.95
2005, MD, 480, 425, 0.464, 0.400, $254.51, $636.53
2005, MA, 600, 549, 0.468, 0.406, $346.45, $852.98
2005, MI, 480, 459, 0.475, 0.432, $287.62, $666.20
2005, MN, 482, 476, 0.484, 0.447, $323.81, $724.97
2005, MS, 234, 233, 0.465, 0.414, $173.36, $418.65
2005, MO, 480, 437, 0.415, 0.351, $209.62, $596.79
