State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
RI,2021,1,570,433,38,7,13,40,21.81,29.02,54.7,17,72.8,10
RI,2021,2,572,454,38,5.9,19,34,19.27,19.62,56.8,8,57.8,10
RI,2021,3,576,458,39,5.5,13,32,12.9,12.92,40.6,12,40.7,15
RI,2021,4,572,465,40,3.7,22,21,7.86,7.87,37.6,12,37.6,13
RI,2022,1,570,454,41,3.9,25,22,10.53,10.53,47.8,4,47.8,5
RI,2022,2,571,475,42,2.9,35,16,6.32,6.32,38.8,5,38.8,5
RI,2022,3,575,476,43,3.3,27,19,7.51,7.51,39.1,4,39.1,4
RI,2022,4,570,476,43,2.6,39,15,6.29,6.29,41.6,4,41.6,4
RI,2023,1,570,464,44,3.4,28,19,11.58,11.58,59.5,3,59.5,3
RI,2023,2,571,479,44,2.4,46,14,7.77,7.77,56.1,3,56.1,3
RI,2023,3,577,481,45,2.9,39,17,9.14,9.14,55.3,2,55.3,2
RI,2023,4,578,481,45,3.3,21,19,7.85,7.85,41,7,41,7
SC,2021,1,"2,348","2,014",123,4.7,43,111,41.97,42,37.9,33,37.9,35
SC,2021,2,"2,367","2,052",126,3.9,44,93,36.13,36.13,38.8,20,38.8,22
SC,2021,3,"2,369","2,062",126,3.8,35,91,30.28,30.28,33.2,20,33.2,21
SC,2021,4,"2,353","2,104",129,3.2,32,75,13.29,13.29,17.7,41,17.7,41
SC,2022,1,"2,382","2,102",132,3.6,29,85,10.98,10.98,12.9,45,12.9,45
SC,2022,2,"2,400","2,147",136,3,30,72,9.82,9.82,13.7,40,13.7,40
SC,2022,3,"2,398","2,157",136,3.2,30,78,12.01,12.01,15.4,35,15.4,35
SC,2022,4,"2,393","2,180",139,3,30,73,11.26,11.26,15.5,41,15.5,41
SC,2023,1,"2,428","2,173",142,3.3,30,81,13.31,13.31,16.5,42,16.5,42
SC,2023,2,"2,456","2,202",143,2.7,39,67,12.95,12.95,19.4,34,19.4,34
SC,2023,3,"2,466","2,213",146,2.8,40,70,14.24,14.24,20.5,30,20.5,30
SC,2023,4,"2,462","2,238",148,3,32,74,13.79,13.79,18.7,41,18.7,41
SD,2021,1,462,403,30,3.2,53,15,4.37,4.37,29.9,46,29.9,46
SD,2021,2,471,423,30,2.9,52,14,2.13,2.13,15.7,52,15.7,52
SD,2021,3,473,427,31,2.4,51,11,1.25,1.25,11.1,53,11.1,53
SD,2021,4,470,425,32,2,50,10,1.07,1.07,11.2,52,11.2,52
SD,2022,1,469,418,32,2.2,53,10,2.58,2.58,24.8,24,24.8,25
SD,2022,2,477,435,33,2,52,10,0.9,0.9,9.4,50,9.4,50
SD,2022,3,478,439,33,1.9,52,9,0.68,0.68,7.5,53,7.5,53
SD,2022,4,474,436,34,1.9,52,9,0.96,0.96,10.4,50,10.4,50
SD,2023,1,472,427,34,2.1,53,10,2.57,2.57,26,28,26,28
SD,2023,2,483,445,34,2.1,49,10,1.15,1.15,11.5,51,11.5,51
SD,2023,3,485,448,34,1.9,51,9,0.91,0.91,10.1,52,10.1,52
SD,2023,4,480,445,34,1.9,52,9,1.31,1.31,14.3,47,14.3,47
TN,2021,1,"3,303","2,898",137,5.4,32,178,45.58,45.58,25.7,51,25.7,51
TN,2021,2,"3,315","2,945",140,4.9,31,164,49.23,49.23,30,39,30,39
TN,2021,3,"3,335","2,979",143,4.3,31,145,35.57,35.58,24.6,35,24.6,37
TN,2021,4,"3,333","3,038",146,3.2,32,108,17.35,17.35,16.1,44,16.1,44
TN,2022,1,"3,367","3,037",150,3.5,32,116,11.31,11.31,9.7,49,9.7,49
TN,2022,2,"3,379","3,099",154,3.4,26,115,10.09,10.09,8.8,51,8.8,51
TN,2022,3,"3,366","3,120",156,3.5,24,118,12.75,12.75,10.8,48,10.8,48
TN,2022,4,"3,335","3,165",159,3.2,23,107,11.67,11.67,10.9,48,10.9,48
TN,2023,1,"3,356","3,134",162,3.4,28,115,15.27,15.27,13.3,48,13.3,48
TN,2023,2,"3,398","3,183",165,3.2,24,108,13.88,13.88,12.8,49,12.8,49
TN,2023,3,"3,384","3,143",167,3.4,26,116,15.58,15.58,13.4,48,13.4,48
TN,2023,4,"3,380","3,213",168,3.2,26,108,15.6,15.6,14.5,46,14.5,46
TX,2021,1,"14,150","11,935",596,6.8,15,959,318.51,473.8,33.2,41,49.4,26
TX,2021,2,"14,224","12,204",605,6,17,850,218.31,230.9,25.7,43,27.2,42
TX,2021,3,"14,335","12,370",610,5.4,17,780,166.11,317.22,21.3,40,40.7,15
TX,2021,4,"14,461","12,746",618,4.4,12,635,118.28,119.21,18.6,39,18.8,39
TX,2022,1,"14,578","12,713",631,4.2,19,620,101.7,101.84,16.4,42,16.4,42
TX,2022,2,"14,618","12,968",639,3.8,18,554,93.92,93.94,17,32,17,32
TX,2022,3,"14,694","13,115",639,4,16,582,103.8,103.81,17.8,29,17.8,29
TX,2022,4,"14,799","13,355",647,3.8,9,558,101.19,101.2,18.1,35,18.1,35
TX,2023,1,"14,982","13,299",656,4.2,13,631,117.25,117.25,18.6,38,18.6,38
TX,2023,2,"15,020","13,459",662,3.9,10,580,128.92,128.92,22.2,29,22.2,29
TX,2023,3,"15,126","13,462",661,4.1,11,626,141.24,141.24,22.6,25,22.6,25
