State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
MA,2009,1,"3,457","3,066",188,8,30,276,174.2,174.2,63,5,63,7
MA,2009,2,"3,479","3,111",188,8,30,278,153.27,160.49,55.2,10,57.8,10
MA,2009,3,"3,498","3,074",189,8.4,28,292,135.39,161.34,46.3,14,55.2,9
MA,2009,4,"3,447","3,095",190,8,33,277,125.38,145.87,45.2,13,52.6,7
MA,2010,1,"3,457","3,029",192,9,34,312,148.18,158.35,47.5,10,50.8,8
MA,2010,2,"3,484","3,116",192,8,35,278,113.56,119.35,40.8,9,42.9,14
MA,2010,3,"3,506","3,106",194,7.9,34,276,112.17,132.39,40.6,5,47.9,5
MA,2010,4,"3,471","3,140",198,7.4,36,256,98.48,125.48,38.4,9,49,6
MA,2011,1,"3,463","3,058",200,8,36,277,121.14,149.89,43.7,10,54.1,5
MA,2011,2,"3,478","3,150",203,7.2,39,251,96.49,120.64,38.5,7,48.1,4
MA,2011,3,"3,510","3,154",205,7.2,37,253,90.92,104.44,35.9,5,41.3,7
MA,2011,4,"3,485","3,183",206,6.5,40,226,93.25,104.26,41.3,5,46.1,4
MA,2012,1,"3,481","3,114",207,7.2,35,250,116.82,127.49,46.8,8,51,8
MA,2012,2,"3,509","3,207",191,6.6,39,231,94.59,96.21,40.9,5,41.6,6
MA,2012,3,"3,531","3,204",191,6.8,34,240,94.21,94.22,39.3,4,39.3,4
MA,2012,4,"3,504","3,235",193,6.3,36,220,90.58,90.58,41.2,8,41.2,8
MA,2013,1,"3,495","3,159",192,7.2,35,252,119.67,119.68,47.4,6,47.4,6
MA,2013,2,"3,526","3,265",193,6.7,32,235,81.61,81.61,34.7,11,34.7,11
MA,2013,3,"3,547","3,257",195,6.7,28,237,75.61,75.62,31.9,11,31.9,11
MA,2013,4,"3,500","3,296",197,6,32,210,77.5,77.5,37,11,37,11
MA,2014,1,"3,526","3,221",198,6.6,30,232,114.49,114.49,49.4,8,49.4,8
MA,2014,2,"3,560","3,330",200,5.7,29,202,82.26,82.26,40.7,6,40.7,6
MA,2014,3,"3,599","3,331",200,5.8,29,208,78.39,78.39,37.7,5,37.7,5
MA,2014,4,"3,593","3,377",204,4.9,32,177,75.54,75.54,42.7,7,42.7,7
MD,2009,1,"3,033","2,319",142,7.4,38,224,82.46,82.46,36.9,43,36.9,43
MD,2009,2,"3,060","2,355",141,7.5,37,230,80.72,80.72,35.1,45,35.1,46
MD,2009,3,"3,071","2,312",138,7.7,35,236,76.68,76.68,32.4,42,32.4,49
MD,2009,4,"3,035","2,331",139,7.6,35,232,70.66,70.66,30.5,38,30.5,49
MD,2010,1,"3,037","2,258",139,8.5,37,258,79.73,79.74,30.9,38,30.9,39
MD,2010,2,"3,081","2,339",139,7.6,38,235,64.02,64.02,27.2,36,27.2,41
MD,2010,3,"3,111","2,311",136,7.9,34,244,63.59,63.6,26,33,26,48
MD,2010,4,"3,084","2,346",137,7.4,36,228,59.13,59.13,25.9,33,26,48
MD,2011,1,"3,077","2,291",137,7.7,39,237,66.97,66.97,28.2,33,28.2,42
MD,2011,2,"3,095","2,352",138,7.3,38,225,54.79,54.8,24.4,34,24.4,44
MD,2011,3,"3,116","2,331",135,7.4,35,232,55.12,55.13,23.8,32,23.8,42
MD,2011,4,"3,101","2,362",136,6.8,35,212,52.43,73.41,24.8,33,34.7,20
MD,2012,1,"3,091","2,324",137,7.2,35,222,61.79,74.65,27.9,32,33.7,30
MD,2012,2,"3,116","2,384",139,6.8,36,212,52.07,54.53,24.5,33,25.7,32
MD,2012,3,"3,144","2,368",136,7,32,219,55.26,55.27,25.2,26,25.2,26
MD,2012,4,"3,133","2,394",137,6.5,34,205,53.81,53.81,26.3,29,26.3,29
MD,2013,1,"3,118","2,346",139,7,36,219,57.26,57.26,26.2,31,26.2,31
MD,2013,2,"3,140","2,405",139,6.6,36,207,51.61,51.61,25,29,25,29
MD,2013,3,"3,148","2,386",138,6.5,31,204,51.71,51.71,25.3,26,25.3,26
MD,2013,4,"3,109","2,412",139,6,32,188,52.65,52.66,28,26,28,26
MD,2014,1,"3,105","2,353",140,6.3,33,194,56.34,56.34,29,31,29,31
MD,2014,2,"3,123","2,428",140,5.6,32,176,48.81,48.81,27.7,27,27.7,27
MD,2014,3,"3,145","2,412",138,5.8,29,182,45.71,45.71,25.1,24,25.1,24
MD,2014,4,"3,127","2,446",139,5.2,27,163,44.29,44.29,27.1,28,27.1,28
MI,2009,1,"4,847","3,709",211,12.3,3,598,312.37,312.56,52.3,16,52.3,17
MI,2009,2,"4,913","3,748",210,13.6,3,668,298.57,330.05,44.7,27,49.4,24
MI,2009,3,"4,892","3,697",209,13.8,3,677,239.35,295.79,35.4,33,43.7,26
MI,2009,4,"4,788","3,732",207,12.8,3,612,197.97,240.13,32.3,34,39.2,30
MI,2010,1,"4,747","3,609",206,13.7,4,649,219.76,234.55,33.9,32,36.1,32
MI,2010,2,"4,790","3,731",204,12.4,4,594,159.3,177.93,26.8,38,30,34
MI,2010,3,"4,795","3,732",204,12.2,5,586,132.37,187.93,22.6,43,32.1,30
MI,2010,4,"4,687","3,777",202,10.6,8,495,127.87,178.07,25.8,34,36,23
MI,2011,1,"4,625","3,683",202,10.8,6,497,164.58,205.02,33.1,27,41.2,21
MI,2011,2,"4,665","3,812",202,10,11,468,117.72,150.95,25.1,33,32.2,24
MI,2011,3,"4,713","3,824",202,10.4,8,489,104.78,132.73,21.4,39,27.2,28
MI,2011,4,"4,674","3,873",202,8.9,13,414,107.99,133.13,26.1,29,32.1,24
MI,2012,1,"4,643","3,786",202,9.6,10,445,151.49,168.5,34,25,37.9,21
MI,2012,2,"4,683","3,901",202,8.9,10,418,102.86,103.31,24.6,32,24.7,34
MI,2012,3,"4,722","3,897",194,9.3,8,439,87.34,87.41,19.9,44,19.9,45
MI,2012,4,"4,694","3,939",195,8.3,12,392,95.76,95.77,24.4,33,24.4,33
MI,2013,1,"4,687","3,875",196,9.4,7,441,130.17,130.17,29.5,29,29.5,29
MI,2013,2,"4,750","3,982",198,8.7,7,415,87.53,87.54,21.1,39,21.1,39
MI,2013,3,"4,788","3,983",201,9,5,429,70.83,70.83,16.5,50,16.5,50
MI,2013,4,"4,723","4,033",203,7.8,8,369,82.66,82.66,22.4,35,22.4,35
MI,2014,1,"4,731","3,938",186,8.4,6,399,124.08,124.08,31.1,30,31.1,30
MI,2014,2,"4,765","4,054",189,7.4,6,351,81.78,81.78,23.3,34,23.3,34
MI,2014,3,"4,795","4,062",192,7.3,9,348,63.76,63.76,18.3,40,18.3,40
MI,2014,4,"4,748","4,105",192,5.8,20,277,66.22,66.22,23.9,32,23.9,32
MN,2009,1,"2,918","2,519",136,8.5,24,249,124.36,124.36,49.9,22,49.9,23
MN,2009,2,"2,948","2,559",135,8.1,28,238,116.7,122.5,49.1,20,51.6,19
MN,2009,3,"2,947","2,525",134,7.7,35,227,96.01,106.64,42.3,22,47,18
MN,2009,4,"2,916","2,539",133,7.4,39,215,94.36,98.99,44,18,46.1,16
