State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,,Recipiency Rates All Programs ,
,,,,,,(%),Rank,,,,(%),Rank,(%),Rank
GA,2015,1,"4,737","3,975",215,6.4,15,304,43.27,43.27,14.3,50,14.3,50
GA,2015,2,"4,745","4,047",218,6.2,11,292,36.29,36.29,12.4,49,12.4,49
GA,2015,3,"4,724","4,059",220,6.1,11,288,37.58,37.58,13,49,13,49
GA,2015,4,"4,731","4,131",221,5.6,12,266,35.73,35.73,13.4,51,13.4,51
GA,2016,1,"4,778","4,085",225,5.7,16,271,37.23,37.23,13.7,50,13.7,50
GA,2016,2,"4,871","4,162",229,5.4,14,261,30.5,30.5,11.7,49,11.7,49
GA,2016,3,"4,978","4,171",228,5.6,13,278,30.79,30.79,11.1,50,11.1,50
GA,2016,4,"5,060","4,233",230,5.2,11,262,29.31,29.31,11.2,50,11.2,50
GA,2017,1,"5,089","4,184",232,5.2,16,265,32.98,32.98,12.5,50,12.5,50
GA,2017,2,"5,102","4,241",234,4.8,13,245,27.46,27.46,11.2,51,11.2,51
GA,2017,3,"5,125","4,244",234,4.8,16,244,28,28,11.5,50,11.5,50
GA,2017,4,"5,115","4,312",237,4.3,14,219,26.78,26.78,12.2,51,12.2,51
GA,2018,1,"5,142","4,265",240,4.3,25,223,30.1,30.1,13.5,48,13.5,48
GA,2018,2,"5,131","4,323",243,4,18,203,25.08,25.08,12.3,48,12.3,48
GA,2018,3,"5,108","4,336",243,3.9,24,200,25.32,25.32,12.7,49,12.7,49
GA,2018,4,"5,126","4,390",247,3.7,19,191,24.85,24.85,13,46,13,46
GA,2019,1,"5,149","4,360",249,3.9,28,202,26.69,26.69,13.2,46,13.2,46
GA,2019,2,"5,141","4,401",253,3.5,21,182,23.51,23.51,12.9,46,12.9,46
GA,2019,3,"5,171","4,407",246,3.6,23,187,25.7,25.7,13.8,47,13.8,47
GA,2019,4,"5,201","4,469",249,3.2,24,169,25.11,25.11,14.9,46,14.9,46
GA,2020,1,"5,225","4,419",249,3.8,32,200,46.04,46.04,23,43,23,43
GA,2020,2,"4,979","3,972",255,10.1,35,504,713.05,713.05,141.4,5,141.4,5
GA,2020,3,"4,945","4,137",260,7,32,347,583.92,587.38,168.3,3,169.3,3
GA,2020,4,"5,182","4,274",265,5.1,32,264,257.08,275.19,97.4,4,104.2,5
HI,2015,1,669,599,31,3.7,50,25,9.48,9.48,38.1,16,38.1,16
HI,2015,2,672,603,31,3.6,46,24,8.5,8.5,34.8,11,34.8,11
HI,2015,3,669,602,31,3.3,49,22,8,8,35.9,9,35.9,9
HI,2015,4,672,615,31,3,48,20,7.12,7.12,35.1,16,35.1,16
HI,2016,1,678,611,31,2.9,53,20,7.08,7.08,35.4,21,35.4,21
HI,2016,2,678,614,32,3.1,50,21,7.37,7.37,35.2,14,35.2,14
HI,2016,3,680,611,32,2.9,50,20,7.81,7.81,39.4,6,39.4,6
HI,2016,4,680,621,32,2.6,51,18,7.86,7.86,44.8,6,44.8,6
HI,2017,1,701,619,32,2.5,53,18,8.58,8.58,48.1,11,48.1,11
HI,2017,2,699,621,32,2.4,52,17,8.16,8.16,48.1,2,48.1,2
HI,2017,3,693,616,32,2.1,53,15,8.06,8.06,55.4,2,55.4,2
HI,2017,4,689,627,32,1.8,53,12,7.89,7.89,63.7,2,63.7,2
HI,2018,1,696,623,32,2.1,53,14,8.03,8.03,55.6,5,55.6,5
HI,2018,2,696,626,32,2.4,51,17,7.35,7.35,44.3,6,44.3,6
HI,2018,3,691,619,33,2.5,47,18,7.25,7.25,41.3,5,41.3,5
HI,2018,4,688,631,33,2.6,46,18,7.22,7.22,40.5,10,40.5,10
HI,2019,1,687,624,33,2.7,52,19,7.87,7.87,42.5,13,42.5,13
HI,2019,2,683,624,33,2.6,47,18,7.17,7.17,40.2,8,40.2,8
HI,2019,3,685,619,33,2.6,43,17,7.46,7.46,42.6,5,42.6,5
HI,2019,4,690,630,33,2.2,49,15,6.4,6.4,41.7,11,41.7,11
HI,2020,1,691,625,33,2.1,53,15,8.8,8.8,60.4,8,60.4,8
HI,2020,2,660,480,34,20.3,3,134,107.57,107.57,80.4,34,80.4,34
HI,2020,3,656,483,34,14.2,3,93,125.73,125.73,134.8,7,134.8,7
HI,2020,4,657,512,35,10.6,2,70,50.7,51.04,72.8,9,73.3,14
IA,2015,1,"1,698","1,481",76,4.4,44,75,35.38,35.38,47.4,11,47.4,11
IA,2015,2,"1,706","1,528",76,3.6,46,61,19.55,19.55,32,16,32,16
IA,2015,3,"1,700","1,517",77,3.5,44,59,19.01,19.01,32.2,12,32.2,12
IA,2015,4,"1,698","1,525",77,3.4,44,57,22.15,22.15,38.6,10,38.6,10
IA,2016,1,"1,705","1,492",77,4.2,43,71,35.89,35.89,50.4,8,50.4,8
IA,2016,2,"1,709","1,535",77,3.5,44,60,20.28,20.28,33.9,15,33.9,15
IA,2016,3,"1,709","1,530",78,3.5,43,60,18.73,18.73,31.3,15,31.3,15
IA,2016,4,"1,689","1,531",78,3.2,45,53,20.74,20.74,39,10,39,10
IA,2017,1,"1,691","1,493",78,3.8,44,65,35.19,35.19,54.2,5,54.2,5
IA,2017,2,"1,703","1,538",78,3,46,51,19.33,19.33,38,10,38,10
IA,2017,3,"1,705","1,526",78,2.9,46,49,16.66,16.66,33.7,10,33.7,10
IA,2017,4,"1,691","1,534",79,2.5,49,42,17.02,17.02,40.5,10,40.5,10
IA,2018,1,"1,696","1,502",79,3.3,44,56,31.71,31.71,56.3,4,56.3,4
IA,2018,2,"1,715","1,547",79,2.4,51,41,16.69,16.69,40.5,9,40.5,9
IA,2018,3,"1,716","1,536",79,2.3,51,40,14.14,14.14,35.2,11,35.2,11
IA,2018,4,"1,721","1,544",79,2.2,50,38,17.82,17.82,46.5,7,46.5,7
IA,2019,1,"1,728","1,506",80,3.2,45,55,29.42,29.42,53.2,6,53.2,6
IA,2019,2,"1,741","1,550",80,2.5,49,43,16.54,16.54,38.3,9,38.3,9
IA,2019,3,"1,752","1,540",81,2.6,43,46,15.57,15.57,34,10,34,10
IA,2019,4,"1,748","1,547",81,2.4,48,42,18.57,18.57,44,8,44,8
IA,2020,1,"1,726","1,507",81,3.2,46,55,37.05,37.05,66.9,5,66.9,5
IA,2020,2,"1,658","1,400",81,8.7,46,145,161.84,161.84,111.9,12,111.9,12
IA,2020,3,"1,638","1,448",82,5,49,81,85.97,87.9,105.5,17,107.9,16
IA,2020,4,"1,653","1,476",82,3.8,48,63,39.5,41.57,62.4,19,65.7,25
